var-0,var-1,var-2,var-3,var-4,var-5,var-6,var-7,var-8,var-9,var-10,var-11,var-12,var-13,var-14,var-15,var-16,var-17,var-18,var-19,var-20,var-21,var-22,var-23,var-24,var-25,var-26,var-27,var-28,var-29,var-30,var-31,ETIQ
0.3739,0.8999,0.5503,0.2331,0.5803,0.9379,0.7683,0.3829,0.5443,0.4352,0.1131,0.8035,0.8825,0.4815,0.7191,0.1875,0.3168889437368716,0.7034793746793634,0.31803104962620854,0.085788531044249,0.19516601372523767,0.712100884050667,0.7184553089281722,0.7154189101370678,0.2910864165119218,0.12534890851471253,0.19317168519468378,0.5733551066062192,0.27403359282885914,0.3328165155982187,0.5092265511219576,0.7217893724204989,6
0.502,0.8375,0.4976,0.1657,0.5007,0.8376,0.8381,0.496,0.5025,0.4956,0.1698,0.8293,0.8357,0.4979,0.8365,0.1704,0.4140084417109955,0.09161207552888406,0.2852350719598964,0.03269976829481336,0.43658957040903656,0.5859328180780569,0.7604471628015907,0.22590946842932047,0.4358675572853065,0.5045046676160911,0.13502436959162795,0.8772404948445373,0.9455121343087012,0.26909105684149615,0.8020160906520577,0.7021241695997662,6
0.4688,0.8356,0.5501,0.155,0.54,0.7969,0.8735,0.5337,0.495,0.4655,0.1327,0.7842,0.8185,0.5196,0.7987,0.2156,0.8650469720281186,0.7713454589567156,0.5786839590132278,0.4613251143499587,0.7517190918704255,0.3109418074137944,0.5993053450822722,0.5916349034107948,0.5318493430999035,0.4869847475482447,0.856769668687509,0.66840485094713,0.40258825257218295,0.5552659931589492,0.755464144337344,0.2980884974992819,6
0.4973,0.8365,0.4982,0.1663,0.5026,0.8312,0.8335,0.5006,0.5004,0.5021,0.1681,0.8367,0.832,0.5014,0.8301,0.1652,0.5766092368429109,0.46442806053505314,0.4732106604034517,0.2612043558096878,0.22173838672789825,0.554155419841672,0.24798495765617812,0.8451547835776416,0.4844415234595847,0.5541058001749345,0.4337617832927495,0.6046843905394919,0.39043655917287823,0.8145508766001007,0.19566005599464933,0.7234832653782727,6
0.5197,0.8783,0.4739,0.1773,0.4525,0.7882,0.8666,0.4195,0.4169,0.5454,0.2559,0.893,0.8177,0.4917,0.7501,0.2514,0.5693235749680564,0.4530742496572665,0.256681900332817,0.016535267302327128,0.2863434723823034,0.8378045883347691,0.5473899598636041,0.9162376443294239,0.4090128132464356,0.5249129808503347,0.9336382048644953,0.5560398629036857,0.605037791090781,0.4981853254805222,0.3153134090674478,0.2875954460010413,6
0.6109,0.9262,0.4565,0.0392,0.4745,0.7973,0.7135,0.4572,0.4895,0.4867,0.0683,0.7864,0.9006,0.5301,0.9066,0.262,0.8114668979939729,0.4725401174927929,0.9466192257145705,0.97021500456592,0.10092844060003936,0.3125790477984267,0.13983251891602244,0.3380670731498536,0.4241575535522035,0.6638150828433838,0.26249558878873164,0.5398140725820405,0.8217572429757528,0.5225015375643417,0.5940457090127343,0.315306745505931,6
0.5519,0.7827,0.5266,0.2165,0.5435,0.8785,0.78,0.4662,0.5378,0.4574,0.1654,0.8581,0.7897,0.471,0.8441,0.2061,0.6915573862151637,0.3758646603609461,0.17855598850144638,0.04696402954826362,0.7340892878080543,0.8660210781370701,0.35293245243541393,0.6033811125206248,0.7238967468277245,0.8054228654095502,0.8177164191541236,0.5870515438948272,0.49893769406460803,0.5413568751617625,0.7508039612251356,0.5664846352098992,6
0.5102,0.8753,0.5167,0.1439,0.5044,0.8362,0.8383,0.4722,0.4789,0.4534,0.1731,0.861,0.8602,0.4762,0.854,0.1958,0.3109670625375909,0.04906869212892773,0.7203757761707983,0.8480642849699782,0.6276376044272042,0.8863508499907023,0.4781142012324133,0.9197573555061829,0.6981983838976994,0.4001214313625208,0.36801615733446064,0.1764690815391293,0.17569553013190412,0.48551535303016985,0.08652922727735066,0.34944062885916033,6
0.554,0.8002,0.5549,0.1676,0.4454,0.8007,0.8801,0.4745,0.4531,0.5524,0.1694,0.8085,0.8318,0.4515,0.7787,0.2229,0.699879938436058,0.8913533386926961,0.7816237771830918,0.9619367579521505,0.033275086029823764,0.885298493990481,0.30732123997014293,0.3409295682505822,0.2603881927528223,0.6315722825136969,0.6099301164186782,0.9339849799978378,0.6101456360675346,0.4668476008130653,0.59236689155909,0.2678400416023376,6
0.5065,0.8367,0.5064,0.1639,0.4933,0.8342,0.8421,0.5069,0.5056,0.4914,0.1681,0.835,0.842,0.5014,0.8258,0.1735,0.8268728773604187,0.0650101832741301,0.4505455688839566,0.38876365149767167,0.5939010896257708,0.5302834074015518,0.8970073640998043,0.604339114541817,0.5972038687704083,0.2954646708444278,0.3475475495209861,0.18969495378732246,0.16999065802155947,0.6038049407358601,0.6007343745436929,0.599871622761877,6
0.4662,0.7883,0.523,0.2116,0.4651,0.829,0.8188,0.4641,0.5169,0.5425,0.1503,0.823,0.7938,0.4742,0.8548,0.1906,0.9642644717909399,0.5483330675099141,0.5523629750519707,0.26744642701149424,0.5898571976413318,0.18851299320260928,0.2475463830109168,0.009254611559589732,0.33685668534511554,0.6328017530100902,0.5571192223873667,0.23394898696237695,0.3852496692637868,0.14852783361924346,0.663189056950962,0.45886212909979146,6
0.5016,0.8352,0.5008,0.164,0.4989,0.8337,0.8312,0.5011,0.498,0.4997,0.1687,0.8314,0.8323,0.5012,0.835,0.165,0.15452022270302845,0.8587165969806139,0.7590693525465083,0.9149334534101772,0.7406230451980466,0.6109076356272695,0.412870421256204,0.9170199138581963,0.1799933744792388,0.24953016798643235,0.6354556760727258,0.6474216248431067,0.6945183255372606,0.6857551813561664,0.4021780434526491,0.48459579994632346,6
0.5914,0.8163,0.561,0.1125,0.4942,0.7413,0.8804,0.4885,0.5049,0.4794,0.2252,0.8935,0.8972,0.4673,0.8731,0.0782,0.47462480521494965,0.3680155863163248,0.3461648710633287,0.21829382448099788,0.5438354565011168,0.6307394918433995,0.9267577288700887,0.7330411165253244,0.1216930349333222,0.21513455993952932,0.6250002470310196,0.22378038128060984,0.47715464426788085,0.3005882439718349,0.4780732541456804,0.7592803459006938,6
0.5192,0.8357,0.4888,0.1604,0.4926,0.8253,0.8269,0.5205,0.5142,0.5177,0.1459,0.8515,0.8268,0.4791,0.8231,0.1827,0.12208587740487198,0.09622982466629826,0.10307777168664323,0.5580880540277772,0.5248912373970953,0.31269973885580826,0.13517883435383737,0.7958131918485626,0.39678930987911104,0.5392928021937882,0.6335298768473228,0.7031599262917684,0.4215459668073358,0.2176647582588499,0.8834115198940553,0.5477870059592868,6
0.5622,0.8224,0.3839,0.1589,0.6027,0.776,0.7188,0.398,0.5501,0.5097,0.148,0.8994,0.932,0.5207,0.796,0.275,0.5597835517291795,0.18572889970652384,0.14455966747144755,0.5184593462659739,0.353889719020266,0.8641652792107458,0.1379654310884254,0.11953855446150063,0.8604208182736327,0.4624036666003447,0.4208066403710075,0.4741558535494323,0.8684706293361261,0.488446623042512,0.5899073350881158,0.542514295339814,6
0.5427,0.803,0.487,0.2087,0.4458,0.8243,0.8946,0.5151,0.4657,0.5215,0.2114,0.8885,0.8481,0.471,0.8006,0.1762,0.5275700942312395,0.9592598245260378,0.11779103756064235,0.5269469930428541,0.5273672072520935,0.40752284958007845,0.5412884299963683,0.9639988167799816,0.29083087230196625,0.5121100987850399,0.6891463657230796,0.5293371134835729,0.1681458388946173,0.05392437889065481,0.15567430139266916,0.7243807118093131,6
0.4996,0.809,0.5037,0.1852,0.5072,0.8376,0.7927,0.5145,0.5232,0.5345,0.2088,0.792,0.8659,0.4812,0.8063,0.1823,0.22977896985251278,0.776665507235158,0.6054610587890747,0.8010515728749065,0.03717132590237904,0.03668923350988451,0.8783456836559637,0.8175161471155387,0.13729845359143983,0.7123987354527725,0.6641973879652944,0.45794749707295473,0.5476902849860286,0.6591465712464156,0.7125564986304639,0.14781917082992627,6
0.5049,0.8334,0.5007,0.1649,0.5021,0.836,0.8336,0.4935,0.5034,0.5008,0.1723,0.8299,0.8293,0.5049,0.8399,0.1618,0.21409327448908844,0.4499145619842765,0.7782753243652847,0.6738251079529363,0.4210371955701192,0.5637528991417774,0.33019943060767154,0.719309677723605,0.07063706016500926,0.6122954672611718,0.23174985307171284,0.8599599431592776,0.2209030081560321,0.23638332908485554,0.7725329107139267,0.2609645622416605,6
0.5232,0.8636,0.5305,0.0857,0.4532,0.8662,0.8271,0.4307,0.4177,0.4424,0.2294,0.7615,0.9087,0.4591,0.7526,0.1773,0.8996722254571431,0.4464470077991922,0.5939519093346067,0.027926688924992726,0.5192103270513898,0.2790203836570859,0.577832523895604,0.6485363269455445,0.49674100026352397,0.3345657411720958,0.834995021594519,0.6964896160993386,0.3050781343743745,0.624869963547458,0.8196929867518989,0.7409323847862245,6
0.6188,0.766,0.6083,0.1943,0.4869,0.7586,0.7908,0.5483,0.576,0.5272,0.2241,0.8771,0.8671,0.5554,0.8859,0.0916,0.9463785169107775,0.9870564002713275,0.5217737286013183,0.4273588983547235,0.9473310435329326,0.9161820140457939,0.4834798644859799,0.17204294901656247,0.8192797755876934,0.7290951076996559,0.6910903828995127,0.1726087612659813,0.17618725018343454,0.3134019420682517,0.1205590502558477,0.9681450002016176,6
0.5898,0.76,0.5753,0.0698,0.5854,0.7427,0.7445,0.4835,0.4687,0.5625,0.1025,0.7576,0.7245,0.4932,0.7988,0.1761,0.22303645619457468,0.7794218427029415,0.08603915217568825,0.7172650912027716,0.7400093556834113,0.2124678810506958,0.056409456190375074,0.3778873137890273,0.5041620113086092,0.5725059961013307,0.12623856945220302,0.6702851130400598,0.36507777165867716,0.5338847705024754,0.7177688519258643,0.43822993106257485,6
0.6121,0.7787,0.4577,0.2199,0.5239,0.8828,0.9147,0.5428,0.4574,0.48,0.1414,0.8691,0.7464,0.5156,0.8166,0.1641,0.7966227946815132,0.011175863456750368,0.8931494937082238,0.3797644825783534,0.6598991171652075,0.7018301505482223,0.8451951161443114,0.021806408876138716,0.7892853623786222,0.10232125731052445,0.32302915076373173,0.6313385156009437,0.5291986030639738,0.14436612177875102,0.6276092226834695,0.0631384004110821,6
0.5122,0.8054,0.5001,0.1366,0.4917,0.8389,0.8191,0.4725,0.4912,0.4807,0.1377,0.8228,0.8241,0.4778,0.8442,0.1933,0.08073331797280103,0.5072308068698482,0.4478561164309669,0.38607758503310186,0.2423637769454563,0.1982792748943495,0.9357575437482394,0.2793199127195167,0.09749562284683727,0.40195709127275053,0.6107674991650421,0.3150346493931985,0.771893625429583,0.6571239340274887,0.8307940119007963,0.6356900417372299,6
0.4667,0.7187,0.5595,0.2085,0.3867,0.8117,0.8503,0.5802,0.5015,0.5018,0.05,0.7219,0.8536,0.4058,0.9056,0.1888,0.1708742608159004,0.10533752774564353,0.4180150529889448,0.3296302248375803,0.7197265443568193,0.5139490773684783,0.7326458724742929,0.3413315068116075,0.14633419769294898,0.8425289662797648,0.5695422976201269,0.763717153306926,0.3853482634495129,0.464074203027757,0.3688496988383738,0.582771830359622,6
0.5937,0.9152,0.5188,0.1708,0.4277,0.8615,0.911,0.5819,0.5049,0.4315,0.2585,0.8886,0.797,0.6007,0.8782,0.1832,0.2604573981191983,0.981030617430754,0.13459074428411288,0.9338592141764885,0.8550202145628997,0.3225983938539905,0.6764446332858925,0.12835618065965793,0.606413212952395,0.12145520121743461,0.9050137682914606,0.28153371854932324,0.33754137471599854,0.9326019490009378,0.6592052060262714,0.2591468487878825,6
0.5023,0.8351,0.5132,0.1825,0.5068,0.8272,0.8266,0.4932,0.4883,0.4839,0.1503,0.8264,0.8272,0.4947,0.8173,0.1813,0.4801074693143166,0.8479249087377599,0.482985578383364,0.4050914273787899,0.5967444065010793,0.43571844530399906,0.03078336146177041,0.6007714299120293,0.8095528809208831,0.6075742998051679,0.5320503569433923,0.4888106619182419,0.2557253053911125,0.7286907694104159,0.2899992899287709,0.4291767435726637,6
0.4961,0.838,0.5018,0.1677,0.5086,0.8232,0.8394,0.5099,0.5045,0.5098,0.1775,0.8361,0.8417,0.494,0.8217,0.1711,0.3841028902997897,0.32729860775770436,0.3021122906891096,0.7466099153335264,0.3468838139185122,0.4342913180785166,0.7768741654495007,0.7211257912573504,0.27986875317127446,0.7373424464039261,0.9483094849696021,0.7637770457523317,0.6039656895737887,0.5183802090711884,0.5185545667605987,0.51167977681504,6
0.4414,0.7407,0.4267,0.1024,0.4007,0.8409,0.7651,0.4479,0.5013,0.4816,0.2139,0.7783,0.8431,0.4653,0.7518,0.2566,0.07382575166692151,0.19701705035800843,0.34561973621784725,0.5350732150998475,0.16451059169626447,0.7846440783855023,0.8929080066447245,0.6891218272163676,0.7262471864504021,0.3277816226084505,0.7434657256596071,0.970884191649951,0.5288938072736395,0.17571926350137404,0.7748242406861117,0.7298417262256702,6
0.4892,0.8411,0.5091,0.1598,0.5037,0.8239,0.8244,0.4978,0.489,0.5102,0.1585,0.8398,0.8347,0.5014,0.8322,0.1641,0.8436638460622288,0.9590365669108151,0.4389345876652493,0.4579079228904164,0.17635080797905667,0.29729760984981934,0.11838347171094932,0.0003608848734129033,0.5993974821364217,0.15007920566432184,0.2217363079756885,0.381037989966071,0.8469444098548129,0.410792391649563,0.30527747531302196,0.3402710587644599,6
0.5183,0.7975,0.4908,0.1968,0.5056,0.8179,0.8195,0.5265,0.4899,0.4541,0.1612,0.8289,0.8242,0.5231,0.8491,0.2003,0.3487847197079802,0.30307405807488885,0.9940314295818425,0.10194524060085364,0.43526688636625366,0.757959293751713,0.6263950546892172,0.6972619344103876,0.4641992857267721,0.20823477014466002,0.5151457636741865,0.11446252097569327,0.374794529467838,0.781737718354006,0.13884087073692747,0.5877962062143591,6
0.4936,0.8435,0.4524,0.1803,0.5552,0.7743,0.8769,0.4773,0.488,0.5385,0.1878,0.8009,0.8929,0.4461,0.8062,0.22,0.1543425684245412,0.8323308550332801,0.5951997535054522,0.47821317567691424,0.11023061988934235,0.2754667632695459,0.7384389609564161,0.17219076933048916,0.2571773013540546,0.6793096319641908,0.377409119573664,0.7427029226914995,0.6819001358051122,0.09656576651544416,0.15109780948509585,0.7833380238284663,6
0.497,0.837,0.4952,0.156,0.5603,0.7521,0.9309,0.5886,0.4934,0.5281,0.0709,0.8421,0.9071,0.5795,0.933,0.1995,0.9390524870082637,0.4351992286167704,0.22808992259794458,0.7813504674429828,0.48998263551763466,0.24533330296968192,0.8100526319690451,0.6996373019957739,0.5821591709366734,0.2099077512404397,0.028461214004083513,0.3088710618174544,0.5054281526481589,0.9242926561372478,0.7104198212689224,0.4239131163433646,6
0.4655,0.8372,0.4679,0.1998,0.523,0.8306,0.813,0.5214,0.5243,0.4717,0.1469,0.8351,0.8304,0.4801,0.8017,0.1463,0.7814684850329486,0.7382007083367461,0.6580356009145211,0.17191074242702764,0.22108614597159149,0.9836887710459946,0.9721550259408208,0.3452524060127812,0.4140998529212263,0.39294501036582324,0.4421178760701361,0.6050800667353975,0.3314446042207722,0.5515202364217451,0.8450816651895335,0.6012868322671199,6
0.4544,0.8282,0.5254,0.2057,0.5333,0.8263,0.8292,0.4785,0.4804,0.5278,0.2062,0.8382,0.8766,0.4645,0.8144,0.1588,0.9321120718650371,0.04672332434292081,0.06348848318783806,0.9229567599739595,0.4137790909741891,0.5050682124199782,0.4613428126957835,0.7280859330890149,0.8674657219455107,0.3123262341754088,0.5265869276565049,0.7327497345760909,0.7470829946956062,0.5890810015673285,0.7843058665970242,0.38930527697162837,6
0.4463,0.8124,0.5874,0.2322,0.5596,0.9032,0.7962,0.4706,0.5458,0.5432,0.1204,0.7536,0.8448,0.5811,0.8345,0.1993,0.4626609240506402,0.5125964526678484,0.5465735999157979,0.8844925897374634,0.9673395340082696,0.8613391340983262,0.2949055233142508,0.6873114870907091,0.541483048136289,0.6288963770440852,0.40897859356289934,0.10991035485557099,0.43816549727100707,0.47528677485865195,0.48184617588967343,0.5055763949531326,6
0.4558,0.7264,0.5355,0.0858,0.4952,0.8485,0.8173,0.5334,0.565,0.402,0.1562,0.7239,0.7461,0.4913,0.7565,0.2156,0.8874498033181245,0.6589404239605414,0.19260496043233022,0.4142580358767497,0.12802591410149444,0.16325395282158217,0.21615966150014898,0.12101831064276947,0.43497770446694467,0.7126097369246774,0.25446906548725623,0.5821219981567668,0.5303245691921219,0.3510708587043077,0.4971511422712658,0.7912742619946235,6
0.4964,0.8188,0.5016,0.1691,0.5021,0.8263,0.8201,0.4857,0.5014,0.5082,0.1698,0.8466,0.8322,0.4878,0.8476,0.171,0.9857820745652518,0.5687625675991861,0.10825179973507326,0.368859412375669,0.8844679479134726,0.2190170900001387,0.14457285974081469,0.8802931985699752,0.7407184440048091,0.4526427600343759,0.6000804512075555,0.2580066140674159,0.030757792591058358,0.3396285752156312,0.5349899875625257,0.7009557776301986,6
0.4816,0.8394,0.5133,0.1849,0.4808,0.8237,0.8312,0.5162,0.5101,0.4876,0.1702,0.827,0.8294,0.4822,0.8219,0.1605,0.11248413566719839,0.6707083011007514,0.4844623685449412,0.23078195669402024,0.9630817512564412,0.847755638086725,0.2775499582353651,0.3847017198556133,0.39207102322342224,0.7022437319358265,0.7292235722571742,0.27463067930673213,0.1906189150824215,0.7266589630228324,0.4483404081704072,0.10577070013336137,6
0.5047,0.8373,0.5006,0.1681,0.5042,0.8388,0.8315,0.4981,0.4971,0.499,0.171,0.8277,0.8318,0.4956,0.8389,0.1716,0.48609429221948186,0.7838402659490534,0.9333043754504806,0.9510232482013938,0.3513658589574623,0.9712554915776934,0.637403713437496,0.4700875267745622,0.6405227454795219,0.39269835020555216,0.7152713218255259,0.2419414826956446,0.9380367933993881,0.39106495923937973,0.5706816595528245,0.7942490987948735,6
0.4998,0.8334,0.5,0.1669,0.5002,0.833,0.8333,0.5003,0.4999,0.5,0.1668,0.8335,0.8334,0.4998,0.8336,0.1669,0.5003641765821748,0.6573083857264392,0.6258398757287189,0.3255753400372665,0.27515285221041497,0.052414006868015006,0.6799146366797825,0.2841706877602519,0.37837914876127265,0.4251030280192334,0.6368304314840616,0.7129847941753883,0.7324269389163589,0.9287927820056762,0.08310698601868909,0.12611748158295044,6
0.5109,0.8442,0.5265,0.1163,0.526,0.9247,0.7624,0.5519,0.4687,0.5788,0.1901,0.7453,0.919,0.4854,0.7718,0.1593,0.789095099465514,0.6620181468175728,0.6041968398783221,0.9180526598555737,0.038254887925986414,0.9246643923262613,0.3255129877702171,0.9469297384869242,0.8675956165554568,0.6061612927190348,0.27755620170001943,0.7517217667220286,0.9242166183106946,0.6010492548987599,0.33443090840772993,0.17912043178332893,6
0.5386,0.8363,0.4836,0.1497,0.4911,0.8521,0.7958,0.5254,0.4825,0.4588,0.1717,0.7886,0.8797,0.4529,0.8406,0.1374,0.0435489946905645,0.3385975715341766,0.4173242915074832,0.6981021475442526,0.6120027215158197,0.2594781020514053,0.39435202881297926,0.18849242855204806,0.34883363096677705,0.27635873415643347,0.14179753337154719,0.7375690252332262,0.25747665042305784,0.4927972149054942,0.9294248703246026,0.6133258141133315,6
0.5589,0.7782,0.5317,0.1687,0.4274,0.8789,0.9069,0.5527,0.605,0.4823,0.193,0.7496,0.8649,0.5262,0.7507,0.1401,0.012709744490066899,0.21652772921994312,0.29468815576524576,0.8492107835471606,0.2827384280044227,0.3865127814216691,0.8291210287249765,0.7848903001064126,0.2504740211435533,0.3847431054773393,0.8088692371977887,0.6826091655375565,0.7543342242621153,0.11237434313544578,0.7647139093847597,0.8427274572757932,6
0.4863,0.8195,0.4936,0.1591,0.513,0.8315,0.8559,0.5203,0.477,0.4824,0.162,0.8453,0.8332,0.4939,0.8473,0.1888,0.9922959481370874,0.01531014118590468,0.8818917118347108,0.683637346210944,0.7579697566163449,0.8695015216489412,0.09014940116698755,0.6456309591123601,0.32443994880395,0.3438792055126228,0.660962329366011,0.5297497680870127,0.17169521209974767,0.8492482048995484,0.0463856431252612,0.44487043853303,6
0.4515,0.8363,0.5317,0.1217,0.4811,0.7868,0.7854,0.4678,0.5025,0.5191,0.1521,0.8354,0.8003,0.5229,0.868,0.1464,0.9109655043852716,0.361713392810737,0.3439085139913931,0.9209306766334959,0.3946250593566326,0.6221997343007846,0.771597021595714,0.2115033868114865,0.7700966405666022,0.892014615081126,0.6037173028431099,0.8736756820567385,0.6736132124171281,0.13642833245382516,0.23918450159050003,0.5441503676769659,6
0.1211,0.1344,0.8324,0.5205,0.1921,0.5216,0.1571,0.8638,0.4935,0.4512,0.5267,0.5207,0.8317,0.5183,0.4557,0.2017,0.46976415265827964,0.7430111009101783,0.8156418925936891,0.21681509456648596,0.21303993888524986,0.6635223364621723,0.795476113420458,0.4800920570246112,0.39263341802406804,0.3068996370794958,0.47250026179479027,0.6004935007988544,0.5988584406250856,0.8657891936760781,0.6897111166168027,0.25451969510430694,7
0.2058,0.2308,0.863,0.4434,0.1841,0.4411,0.1408,0.7751,0.4573,0.5396,0.4559,0.5532,0.7982,0.499,0.513,0.1846,0.7137876246686083,0.4626736785471005,0.6683300838610294,0.23553961196003137,0.2558870594301489,0.6234526330859705,0.07098781517971742,0.6152233166301685,0.7464591321903776,0.4916091962566081,0.8580557063269582,0.4149029763201071,0.6520114082387792,0.5505285423645213,0.4178142020931184,0.360614568611683,7
0.1803,0.1774,0.7727,0.4988,0.1861,0.5387,0.1371,0.7777,0.5099,0.4433,0.4436,0.4785,0.8544,0.5516,0.4478,0.1343,0.2892709811675893,0.25727312458875873,0.4914041264666128,0.0750558156256842,0.5320519607780266,0.5307172752083545,0.44359979149948114,0.5029930393929662,0.8174345510417379,0.7335829801594952,0.278541552140036,0.24941624764062773,0.49385845257509975,0.8021967479577983,0.047086953470523656,0.16418461362527303,7
0.149,0.1641,0.8803,0.4218,0.2064,0.5516,0.2227,0.9098,0.4243,0.4154,0.4112,0.5279,0.8711,0.5833,0.4997,0.1776,0.633985842003084,0.28623883862755395,0.6952445101966166,0.26348680662213075,0.4391363178456851,0.6146817337417837,0.9879671602436626,0.8225477603083454,0.3964197007348559,0.6083475336039905,0.1781262592017043,0.4661493262101529,0.32260735889024816,0.5084317260714867,0.4040222608519529,0.5225062883623328,7
0.1268,0.1272,0.8027,0.4667,0.1559,0.5039,0.1386,0.8449,0.4941,0.515,0.4957,0.5367,0.8441,0.4705,0.5212,0.1898,0.2716312621917304,0.08141184585356043,0.7142404682042205,0.4623879391569816,0.6115405474259348,0.26621812972065106,0.6963669059352152,0.7752338048015197,0.8612222654669792,0.7718252698851363,0.32757293206224253,0.8488033930345308,0.5439718965305912,0.13794694869106974,0.7161432199631043,0.5135337357764171,7
0.203,0.2241,0.7783,0.5604,0.2419,0.4414,0.1918,0.8372,0.4436,0.4678,0.5496,0.5273,0.8686,0.4917,0.4789,0.1616,0.8533263870018546,0.48537112927554893,0.9693016484289727,0.04180752227724549,0.615938649370787,0.5298970921388376,0.9088430259399483,0.2334157708823954,0.5180610497317995,0.6481440314855073,0.7490497643752705,0.03574474667140475,0.3989146671708974,0.4056919504925293,0.4525932756605983,0.25726958578635595,7
0.2307,0.0567,0.9375,0.591,0.1848,0.5893,0.1778,0.7306,0.4206,0.4892,0.4634,0.4717,0.9274,0.4647,0.5077,0.2423,0.29693264366044536,0.5036178512085825,0.9586952026612705,0.6888002909601098,0.3615996231460865,0.6975362927989945,0.6856120976825003,0.702582554691027,0.5827288046099026,0.2793357862565253,0.4813123234566699,0.18114856534152954,0.47903716189359163,0.16384089760144652,0.6066299582448692,0.885424108802762,7
0.1404,0.207,0.9086,0.48,0.1509,0.5067,0.2547,0.8368,0.427,0.5911,0.5488,0.4538,0.8633,0.4862,0.51,0.1346,0.12117317692540241,0.36070102936290005,0.9527783185985095,0.9207891531259937,0.15328886010575127,0.2900641265848305,0.19643697015243744,0.6989743387963578,0.8357780634022139,0.6641935359467729,0.4777448621389099,0.22098271583843337,0.35920847504011477,0.07368359205477555,0.1834486540327396,0.9797710457579561,7
0.1582,0.1549,0.8384,0.4944,0.1661,0.5102,0.1616,0.8468,0.4877,0.5041,0.4873,0.5162,0.8197,0.4874,0.4815,0.1709,0.6722345560447707,0.6695098173586875,0.24767839057015983,0.28983352653422245,0.98129660233169,0.41440090593699663,0.40046409917085946,0.8979941372193121,0.38397721867566914,0.6315460711767317,0.14513115571779767,0.4287049491046064,0.1933056755212566,0.1577629209305654,0.6549404129842235,0.6355082548307645,7
0.171,0.1586,0.8263,0.402,0.165,0.5693,0.2039,0.8669,0.4784,0.5928,0.4455,0.5227,0.8484,0.4191,0.4882,0.1888,0.30796448517421016,0.2075080814943283,0.6780706909771761,0.10294319412398045,0.9925197682979223,0.35038643766753985,0.5070946012878053,0.7652535573132673,0.24906167077990102,0.8905886281280508,0.19497865409702178,0.20161684320133968,0.2924805614613231,0.5065217194533238,0.5807528427069646,0.6989989884698604,7
0.1746,0.151,0.7807,0.5247,0.1655,0.5003,0.1046,0.8897,0.4569,0.4532,0.473,0.5492,0.8186,0.4949,0.5179,0.217,0.5452569993412214,0.2461435965314741,0.9351587926007148,0.4953378974694589,0.7608633197092698,0.009774389018261775,0.6238906917214398,0.17475492455707853,0.27217220553604654,0.1750502791511365,0.6919352397189229,0.4101984741835072,0.16971809176596228,0.6614988817588228,0.3518606392786064,0.6539765929762411,7
0.182,0.1418,0.8357,0.4186,0.2598,0.3641,0.1,0.783,0.5772,0.4928,0.4322,0.501,0.8,0.3675,0.5764,0.076,0.0010847612283623187,0.46927636448257315,0.43410076119342333,0.4787727133247356,0.026744778828306615,0.25987580604332805,0.2187576573903396,0.7595026491731081,0.7600504360058095,0.7848138064332142,0.514491303741387,0.2647096374033291,0.7719856516535092,0.2384965044771791,0.1255532911695429,0.8155028496944171,7
0.1783,0.1713,0.8507,0.4932,0.1509,0.4907,0.1824,0.844,0.4857,0.4921,0.4781,0.5018,0.8138,0.4861,0.497,0.1791,0.3924865454247397,0.7283337627689995,0.8659492374819258,0.18532348597316062,0.10003494387546796,0.8461229222007703,0.6342902654399833,0.8368896613573014,0.28010014163359875,0.5694584557930992,0.5406401250923115,0.7227075381920024,0.4809034725312485,0.3418650902156716,0.7471845968120165,0.46132202451485127,7
0.2185,0.0936,0.7328,0.556,0.1004,0.5081,0.0927,0.8602,0.527,0.4902,0.4564,0.4627,0.7247,0.5347,0.3931,0.2446,0.8116960527973279,0.54903456743159,0.585173672816602,0.9985532265009245,0.5054274375406487,0.17394830492680313,0.8433054230254395,0.3716098362516418,0.9180698154163702,0.30524401280001845,0.08103203272148109,0.8106291255200255,0.5552612368869528,0.29101311492613774,0.8087464125563707,0.5654577226956381,7
0.1942,0.2307,0.806,0.5113,0.0826,0.4867,0.1042,0.8579,0.4938,0.4325,0.5513,0.5794,0.84,0.5389,0.4948,0.1126,0.6834908145802162,0.14442554014587516,0.8966460131194615,0.301823373447769,0.6283524441231663,0.023461798585261096,0.8929929991372149,0.0067090290483492465,0.5956339176906519,0.7969354021013791,0.4344632010405177,0.45368196381647136,0.5219658841263154,0.24646549692091688,0.10614344436290675,0.8874835352466874,7
0.1682,0.2155,0.8912,0.5701,0.107,0.5279,0.1195,0.8916,0.498,0.5593,0.4631,0.4629,0.8747,0.4801,0.4962,0.0978,0.266031443108556,0.9961678960026663,0.7308133700869628,0.414690410038718,0.5332767611522533,0.9986153926530634,0.41538774714382476,0.3373438274811166,0.7827999287276725,0.45636391111274477,0.4611670469136438,0.6036718865945422,0.2793267055224963,0.603495262434933,0.6730508060286939,0.38220637839078403,7
0.1805,0.1854,0.8369,0.4916,0.166,0.5021,0.1868,0.8431,0.4692,0.5002,0.469,0.4813,0.8069,0.4708,0.5062,0.1937,0.5723671426335675,0.3512558865230806,0.6879690720436541,0.2249766515601116,0.37599186462409717,0.408453728397261,0.7666994479653146,0.6833974135698673,0.3418709177019723,0.10489226390138205,0.4814880854030667,0.5686033747285749,0.13029444867801232,0.5390098357921745,0.258920792893362,0.5449210509137646,7
